wid,word,image,practice,block,word_type,rt,typing_rt,response,type_time,response_type
wb50fcb0,tread,../static/stimuli/images/campsite/sun_arbodmznqjwtkkya.jpg,True,1,low,4685,4685.0,,0.0,empty
wb50fcb0,ear,../static/stimuli/images/theater/sun_augboomebjfniikq.jpg,False,1,high,5228,5228.0,,0.0,empty
wb50fcb0,jeans,../static/stimuli/images/sky/sun_agaqzpqhbcmmvisy.jpg,False,1,high,4688,4688.0,,0.0,empty
wb50fcb0,bug,../static/stimuli/images/tenniscourt/sun_abhryuvnxasmofva.jpg,False,1,high,3198,3198.0,,0.0,empty
wb50fcb0,editorial,../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg,False,1,low,5350,5350.0,,0.0,empty
wb50fcb0,ozone,../static/stimuli/images/ziggurat/sun_agbaptlibgqhrwwn.jpg,False,1,low,8851,8851.0,,0.0,empty
wb50fcb0,grizzly,../static/stimuli/images/volcano/sun_abmqyijpgbakeqkm.jpg,False,1,low,5190,2015.0,grizzly,3175.0,correct
wb50fcb0,carrot,../static/stimuli/images/forest/sun_atohvclowaousrfh.jpg,False,1,high,2525,2525.0,,0.0,empty
wb50fcb0,permit,../static/stimuli/images/beach/sun_aacgcodmtsyjjmbx.jpg,False,1,low,2996,2996.0,,0.0,empty
wb50fcb0,house,../static/stimuli/images/footballfield/sun_aegayohtofbvbdoa.jpg,False,1,high,1580,1580.0,,0.0,empty
wb50fcb0,dandelion,../static/stimuli/images/house/sun_aswyksckmfyarwfk.jpg,False,1,high,2896,2896.0,,0.0,empty
wb50fcb0,banana,../static/stimuli/images/tower/sun_abxucdjovctfgknh.jpg,False,1,high,2866,2866.0,,0.0,empty
wb50fcb0,bed,../static/stimuli/images/grocery/sun_akqpikmgyzrpoilg.jpg,False,1,high,4916,2337.0,bedroom,2579.0,other
wb50fcb0,goddess,../static/stimuli/images/laundryroom/sun_dgpgttfvjctszkzz.jpg,False,1,low,2999,2999.0,,0.0,empty
wb50fcb0,tractor,../static/stimuli/images/greenhouse/sun_bncgstrupskxwget.jpg,False,1,high,3674,3674.0,,0.0,empty
wb50fcb0,territory,../static/stimuli/images/underwater/sun_ajzucqttdjcknlvx.jpg,False,1,low,1973,1973.0,,0.0,empty
wb50fcb0,enemy,../static/stimuli/images/shoppingmall/sun_aeqagrktttxaasae.jpg,False,1,low,3980,3037.0,evil,943.0,other
wb50fcb0,cue,../static/stimuli/images/auditorium/sun_ahwuhefoqkvitxnk.jpg,False,1,low,1593,1593.0,,0.0,empty
wb50fcb0,donor,../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg,False,1,low,5726,5726.0,,0.0,empty
wb50fcb0,roost,../static/stimuli/images/subway/sun_apgdazdsggmnohcz.jpg,False,1,low,7322,7322.0,,0.0,empty
wb50fcb0,cauliflower,../static/stimuli/images/downtown/sun_bshiuzzrrjsniwbh.jpg,False,1,high,1655,1655.0,,0.0,empty
wb50fcb0,lover,../static/stimuli/images/garage/sun_djtxkmtcichrbudp.jpg,False,1,low,5754,3650.0,love,2104.0,other
wb50fcb0,pig,../static/stimuli/images/waterfall/sun_awrontvhyysjfacv.jpg,False,1,high,12814,7764.0,pig,5050.0,correct
wb50fcb0,finger,../static/stimuli/images/railway/sun_atutomffrubpoiva.jpg,False,1,high,1912,1912.0,,0.0,empty
wb50fcb0,frog,../static/stimuli/images/bookstore/sun_aalyndhausktwxbc.jpg,False,1,high,5697,5697.0,,0.0,empty
wb50fcb0,traitor,../static/stimuli/images/computerroom/sun_akcjvpjqukkdanyo.jpg,False,1,low,1832,1832.0,,0.0,empty
wb50fcb0,antelope,../static/stimuli/images/ranch/sun_axqdjxmxvxjmytiu.jpg,False,1,high,1258,1258.0,,0.0,empty
wb50fcb0,flower,../static/stimuli/images/river/sun_atesawsfypjpyefy.jpg,False,1,high,1277,1277.0,,0.0,empty
wb50fcb0,cookie,../static/stimuli/images/skiresort/sun_aqtrvlzivijhozcl.jpg,False,1,high,1094,1094.0,,0.0,empty
wb50fcb0,pillow,../static/stimuli/images/windmill/sun_avyfornqjbraqqsf.jpg,False,1,high,1450,1450.0,,0.0,empty
wb50fcb0,hamburger,../static/stimuli/images/vineyard/sun_agfdrmftdzokxtnc.jpg,False,1,high,1037,1037.0,,0.0,empty
wb50fcb0,electron,../static/stimuli/images/temple/sun_aeurbzlgbulzilum.jpg,False,1,low,9196,9196.0,,0.0,empty
wb50fcb0,elbow,../static/stimuli/images/restaurant/sun_antpdwvuouhlqmvh.jpg,False,1,high,1498,1498.0,,0.0,empty
wb50fcb0,stable,../static/stimuli/images/warehouse/sun_ahkbykndmtongifl.jpg,False,1,low,1006,1006.0,,0.0,empty
wb50fcb0,major,../static/stimuli/images/gym/sun_abcjjambqjxedqdv.jpg,False,1,low,1782,1782.0,,0.0,empty
wb50fcb0,villain,../static/stimuli/images/roof/sun_asrztwexxagrlhem.jpg,False,1,low,9689,3448.0,villain,6241.0,correct
wb50fcb0,patient,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,False,1,low,1147,1147.0,,0.0,empty
wb50fcb0,keeper,../static/stimuli/images/street/sun_aaeluqrkikjbtquv.jpg,False,1,low,668,668.0,,0.0,empty
wb50fcb0,transplant,../static/stimuli/images/pool/sun_aelfhlyhvuglfcha.jpg,False,1,low,1224,1224.0,,0.0,empty
wb50fcb0,pitchfork,../static/stimuli/images/airport/sun_ammfdrzrfvjsqahx.jpg,False,1,high,817,817.0,,0.0,empty
wb50fcb0,traitor,../static/stimuli/images/computerroom/sun_akcjvpjqukkdanyo.jpg,False,2,low,2856,1487.0,traitor,1369.0,correct
wb50fcb0,grizzly,../static/stimuli/images/volcano/sun_abmqyijpgbakeqkm.jpg,False,2,low,2531,1181.0,grizzly,1350.0,correct
wb50fcb0,stable,../static/stimuli/images/warehouse/sun_ahkbykndmtongifl.jpg,False,2,low,3651,3651.0,,0.0,empty
wb50fcb0,frog,../static/stimuli/images/bookstore/sun_aalyndhausktwxbc.jpg,False,2,high,6768,4849.0,motel,1920.0,other
wb50fcb0,villain,../static/stimuli/images/roof/sun_asrztwexxagrlhem.jpg,False,2,low,6991,4326.0,villain,2665.0,correct
wb50fcb0,jeans,../static/stimuli/images/sky/sun_agaqzpqhbcmmvisy.jpg,False,2,high,7036,6117.0,jeans,919.0,correct
wb50fcb0,major,../static/stimuli/images/gym/sun_abcjjambqjxedqdv.jpg,False,2,low,5352,4429.0,major,923.0,correct
wb50fcb0,banana,../static/stimuli/images/tower/sun_abxucdjovctfgknh.jpg,False,2,high,8847,8847.0,,0.0,empty
wb50fcb0,electron,../static/stimuli/images/temple/sun_aeurbzlgbulzilum.jpg,False,2,low,3277,1401.0,electron,1876.0,correct
wb50fcb0,cauliflower,../static/stimuli/images/downtown/sun_bshiuzzrrjsniwbh.jpg,False,2,high,8152,5708.0,cauliflower,2444.0,correct
wb50fcb0,patient,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,False,2,low,9753,9753.0,,0.0,empty
wb50fcb0,tractor,../static/stimuli/images/greenhouse/sun_bncgstrupskxwget.jpg,False,2,high,5778,4593.0,tractor,1185.0,correct
wb50fcb0,editorial,../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg,False,2,low,10222,10222.0,,0.0,empty
wb50fcb0,pitchfork,../static/stimuli/images/airport/sun_ammfdrzrfvjsqahx.jpg,False,2,high,10419,10419.0,,0.0,empty
wb50fcb0,territory,../static/stimuli/images/underwater/sun_ajzucqttdjcknlvx.jpg,False,2,low,4931,3409.0,territory,1522.0,correct
wb50fcb0,bed,../static/stimuli/images/grocery/sun_akqpikmgyzrpoilg.jpg,False,2,high,3014,1816.0,bedroom,1198.0,other
wb50fcb0,permit,../static/stimuli/images/beach/sun_aacgcodmtsyjjmbx.jpg,False,2,low,10420,10420.0,,0.0,empty
wb50fcb0,bug,../static/stimuli/images/tenniscourt/sun_abhryuvnxasmofva.jpg,False,2,high,7390,7390.0,,0.0,empty
wb50fcb0,finger,../static/stimuli/images/railway/sun_atutomffrubpoiva.jpg,False,2,high,3183,2470.0,finger,714.0,correct
wb50fcb0,goddess,../static/stimuli/images/laundryroom/sun_dgpgttfvjctszkzz.jpg,False,2,low,2420,880.0,goddess,1540.0,correct
wb50fcb0,antelope,../static/stimuli/images/ranch/sun_axqdjxmxvxjmytiu.jpg,False,2,high,2906,1213.0,antelope,1693.0,correct
wb50fcb0,donor,../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg,False,2,low,12114,11464.0,motel,650.0,other
wb50fcb0,flower,../static/stimuli/images/river/sun_atesawsfypjpyefy.jpg,False,2,high,3698,1564.0,flower,2134.0,correct
wb50fcb0,transplant,../static/stimuli/images/pool/sun_aelfhlyhvuglfcha.jpg,False,2,low,3310,2039.0,transplant,1271.0,correct
wb50fcb0,roost,../static/stimuli/images/subway/sun_apgdazdsggmnohcz.jpg,False,2,low,4300,4300.0,,0.0,empty
wb50fcb0,elbow,../static/stimuli/images/restaurant/sun_antpdwvuouhlqmvh.jpg,False,2,high,6768,5906.0,elbow,861.0,correct
wb50fcb0,enemy,../static/stimuli/images/shoppingmall/sun_aeqagrktttxaasae.jpg,False,2,low,2247,1114.0,evil,1133.0,other
wb50fcb0,pillow,../static/stimuli/images/windmill/sun_avyfornqjbraqqsf.jpg,False,2,high,3265,2525.0,duck,740.0,other
wb50fcb0,carrot,../static/stimuli/images/forest/sun_atohvclowaousrfh.jpg,False,2,high,8244,8244.0,,0.0,empty
wb50fcb0,lover,../static/stimuli/images/garage/sun_djtxkmtcichrbudp.jpg,False,2,low,2376,1550.0,lover,826.0,correct
wb50fcb0,ozone,../static/stimuli/images/ziggurat/sun_agbaptlibgqhrwwn.jpg,False,2,low,5899,4365.0,motel,1534.0,other
wb50fcb0,hamburger,../static/stimuli/images/vineyard/sun_agfdrmftdzokxtnc.jpg,False,2,high,11669,11669.0,,0.0,empty
wb50fcb0,cue,../static/stimuli/images/auditorium/sun_ahwuhefoqkvitxnk.jpg,False,2,low,1916,1915.0,,0.0,empty
wb50fcb0,ear,../static/stimuli/images/theater/sun_augboomebjfniikq.jpg,False,2,high,2368,1826.0,ear,542.0,correct
wb50fcb0,house,../static/stimuli/images/footballfield/sun_aegayohtofbvbdoa.jpg,False,2,high,5969,5586.0,,384.0,empty
wb50fcb0,tread,../static/stimuli/images/campsite/sun_arbodmznqjwtkkya.jpg,False,2,low,2174,1360.0,tread,813.0,correct
wb50fcb0,pig,../static/stimuli/images/waterfall/sun_awrontvhyysjfacv.jpg,False,2,high,1635,1153.0,pig,482.0,correct
wb50fcb0,dandelion,../static/stimuli/images/house/sun_aswyksckmfyarwfk.jpg,False,2,high,12500,12500.0,,0.0,empty
wb50fcb0,keeper,../static/stimuli/images/street/sun_aaeluqrkikjbtquv.jpg,False,2,low,1012,1012.0,,0.0,empty
wb50fcb0,cookie,../static/stimuli/images/skiresort/sun_aqtrvlzivijhozcl.jpg,False,2,high,5756,4870.0,cookie,887.0,correct
wb50fcb0,bug,../static/stimuli/images/tenniscourt/sun_abhryuvnxasmofva.jpg,False,2,high,2698,2698.0,,0.0,empty
wb50fcb0,goddess,../static/stimuli/images/laundryroom/sun_dgpgttfvjctszkzz.jpg,False,2,low,3084,1492.0,goddess,1592.0,correct
wb50fcb0,dandelion,../static/stimuli/images/house/sun_aswyksckmfyarwfk.jpg,False,2,high,4155,4155.0,,0.0,empty
wb50fcb0,frog,../static/stimuli/images/bookstore/sun_aalyndhausktwxbc.jpg,False,2,high,1997,1997.0,,0.0,empty
wb50fcb0,antelope,../static/stimuli/images/ranch/sun_axqdjxmxvxjmytiu.jpg,False,2,high,2810,1151.0,antelope,1660.0,correct
wb50fcb0,tread,../static/stimuli/images/campsite/sun_arbodmznqjwtkkya.jpg,False,2,low,1626,953.0,tread,673.0,correct
wb50fcb0,house,../static/stimuli/images/footballfield/sun_aegayohtofbvbdoa.jpg,False,2,high,1424,1424.0,,0.0,empty
wb50fcb0,tractor,../static/stimuli/images/greenhouse/sun_bncgstrupskxwget.jpg,False,2,high,3985,2264.0,tractor,1720.0,correct
wb50fcb0,ozone,../static/stimuli/images/ziggurat/sun_agbaptlibgqhrwwn.jpg,False,2,low,1809,1271.0,motel,538.0,other
wb50fcb0,pig,../static/stimuli/images/waterfall/sun_awrontvhyysjfacv.jpg,False,2,high,2064,848.0,pig,1216.0,correct
wb50fcb0,electron,../static/stimuli/images/temple/sun_aeurbzlgbulzilum.jpg,False,2,low,2938,1060.0,electron,1878.0,correct
wb50fcb0,major,../static/stimuli/images/gym/sun_abcjjambqjxedqdv.jpg,False,2,low,2626,1938.0,major,688.0,correct
wb50fcb0,permit,../static/stimuli/images/beach/sun_aacgcodmtsyjjmbx.jpg,False,2,low,1733,1733.0,,0.0,empty
wb50fcb0,lover,../static/stimuli/images/garage/sun_djtxkmtcichrbudp.jpg,False,2,low,2014,1338.0,lover,675.0,correct
wb50fcb0,transplant,../static/stimuli/images/pool/sun_aelfhlyhvuglfcha.jpg,False,2,low,14043,1482.0,cookie,12561.0,intrusion
wb50fcb0,finger,../static/stimuli/images/railway/sun_atutomffrubpoiva.jpg,False,2,high,2456,1753.0,finger,703.0,correct
wb50fcb0,flower,../static/stimuli/images/river/sun_atesawsfypjpyefy.jpg,False,2,high,3481,2646.0,fish,835.0,other
wb50fcb0,keeper,../static/stimuli/images/street/sun_aaeluqrkikjbtquv.jpg,False,2,low,1126,863.0,,263.0,empty
wb50fcb0,stable,../static/stimuli/images/warehouse/sun_ahkbykndmtongifl.jpg,False,2,low,949,949.0,,0.0,empty
wb50fcb0,donor,../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg,False,2,low,1916,1376.0,motel,540.0,other
wb50fcb0,territory,../static/stimuli/images/underwater/sun_ajzucqttdjcknlvx.jpg,False,2,low,2543,1102.0,territory,1441.0,correct
wb50fcb0,jeans,../static/stimuli/images/sky/sun_agaqzpqhbcmmvisy.jpg,False,2,high,1637,1053.0,jeans,585.0,correct
wb50fcb0,villain,../static/stimuli/images/roof/sun_asrztwexxagrlhem.jpg,False,2,low,2715,1534.0,villain,1181.0,correct
wb50fcb0,bed,../static/stimuli/images/grocery/sun_akqpikmgyzrpoilg.jpg,False,2,high,2184,1264.0,bedroom,920.0,other
wb50fcb0,pillow,../static/stimuli/images/windmill/sun_avyfornqjbraqqsf.jpg,False,2,high,2010,1572.0,duck,438.0,other
wb50fcb0,cauliflower,../static/stimuli/images/downtown/sun_bshiuzzrrjsniwbh.jpg,False,2,high,8524,5052.0,cauliflower,3472.0,correct
wb50fcb0,pitchfork,../static/stimuli/images/airport/sun_ammfdrzrfvjsqahx.jpg,False,2,high,3257,3257.0,,0.0,empty
wb50fcb0,hamburger,../static/stimuli/images/vineyard/sun_agfdrmftdzokxtnc.jpg,False,2,high,2195,2195.0,,0.0,empty
wb50fcb0,elbow,../static/stimuli/images/restaurant/sun_antpdwvuouhlqmvh.jpg,False,2,high,7496,6557.0,elbow,938.0,correct
wb50fcb0,cookie,../static/stimuli/images/skiresort/sun_aqtrvlzivijhozcl.jpg,False,2,high,2731,1505.0,cookies,1226.0,other
wb50fcb0,cue,../static/stimuli/images/auditorium/sun_ahwuhefoqkvitxnk.jpg,False,2,low,2039,1774.0,,265.0,empty
wb50fcb0,traitor,../static/stimuli/images/computerroom/sun_akcjvpjqukkdanyo.jpg,False,2,low,2216,1080.0,traitor,1136.0,correct
wb50fcb0,roost,../static/stimuli/images/subway/sun_apgdazdsggmnohcz.jpg,False,2,low,1120,1120.0,,0.0,empty
wb50fcb0,grizzly,../static/stimuli/images/volcano/sun_abmqyijpgbakeqkm.jpg,False,2,low,2895,1000.0,grizzly,1895.0,correct
wb50fcb0,ear,../static/stimuli/images/theater/sun_augboomebjfniikq.jpg,False,2,high,1349,864.0,ear,485.0,correct
wb50fcb0,patient,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,False,2,low,3458,3155.0,,303.0,empty
wb50fcb0,carrot,../static/stimuli/images/forest/sun_atohvclowaousrfh.jpg,False,2,high,886,886.0,,0.0,empty
wb50fcb0,enemy,../static/stimuli/images/shoppingmall/sun_aeqagrktttxaasae.jpg,False,2,low,2622,1998.0,evil,625.0,other
wb50fcb0,editorial,../static/stimuli/images/kitchen/sun_aizcycyyvgfcdnzp.jpg,False,2,low,1476,1293.0,,183.0,empty
wb50fcb0,banana,../static/stimuli/images/tower/sun_abxucdjovctfgknh.jpg,False,2,high,795,795.0,,0.0,empty
wb6d1500,antelope,../static/stimuli/images/bookstore/sun_afhaekubmjvpmvre.jpg,True,1,high,2533,1088.0,antelope,1445.0,correct
wb6d1500,banana,../static/stimuli/images/house/sun_abcaoiwkiofeweig.jpg,False,1,high,3156,1675.0,pizza,1481.0,intrusion
wb6d1500,cue,../static/stimuli/images/musuem/sun_alsgupdkmpsptlos.jpg,False,1,low,5865,2396.0,cantalope,3469.0,other
wb6d1500,strawberry,../static/stimuli/images/tower/sun_afjkdsegpwxewtah.jpg,False,1,high,3587,1586.0,strawberry,2001.0,correct
wb6d1500,dandelion,../static/stimuli/images/tenniscourt/sun_ayyvmiocpgbwlgot.jpg,False,1,high,3397,1978.0,forest,1418.0,other
wb6d1500,community,../static/stimuli/images/shoppingmall/sun_addqytasyktafwmq.jpg,False,1,low,4068,2566.0,tomato,1502.0,intrusion
wb6d1500,octopus,../static/stimuli/images/ranch/sun_adlocewvkpbsaigj.jpg,False,1,high,4084,3126.0,butter,957.0,other
wb6d1500,major,../static/stimuli/images/garage/sun_dmxrwdsmpakdmytc.jpg,False,1,low,5634,2196.0,grill,3437.0,other
wb6d1500,cookie,../static/stimuli/images/theater/sun_awkfdodvwaaleezx.jpg,False,1,high,3958,2748.0,tomato,1210.0,intrusion
wb6d1500,tiger,../static/stimuli/images/forest/sun_aoqjnzwgdikwayvw.jpg,False,1,high,4019,3158.0,chair,861.0,other
wb6d1500,goddess,../static/stimuli/images/volcano/sun_amntiizmakyntrnx.jpg,False,1,low,2178,1523.0,ear,655.0,intrusion
wb6d1500,magazine,../static/stimuli/images/windmill/sun_adstnygbbvkhooog.jpg,False,1,high,5968,4054.0,lemon,1914.0,other
wb6d1500,ear,../static/stimuli/images/waterfall/sun_adtiwvbnsxsyohuw.jpg,False,1,high,1412,876.0,ear,536.0,correct
wb6d1500,pillow,../static/stimuli/images/downtown/sun_bzwgvgvsqqpbjfwc.jpg,False,1,high,3976,3148.0,milk,828.0,other
wb6d1500,crook,../static/stimuli/images/temple/sun_ardesvcosqecvbes.jpg,False,1,low,2146,1346.0,crook,800.0,correct
wb6d1500,stranger,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,False,1,low,5051,2880.0,beach,2171.0,other
wb6d1500,traitor,../static/stimuli/images/auditorium/sun_ahcmaddzrcfxzuuz.jpg,False,1,low,4115,3519.0,glue,596.0,other
wb6d1500,stable,../static/stimuli/images/castle/sun_aduovtnrsmdtcpie.jpg,False,1,low,2480,1509.0,bastion,971.0,other
wb6d1500,carrot,../static/stimuli/images/railway/sun_aqddawzjzkqycxjc.jpg,False,1,high,6994,1506.0,rail,5487.0,other
