wid,practice,presentation_times,first_seen,first_word,second_word,choice,choice_rt,typing_rt,word,response,response_rt,response_type
wb50fcb0,True,"[429.0, 943.0999999996275, 156.09999999962747, 13996.900000000373]",left,cookie,tread,right,15525.099999999627,16368.0,tread,tread,17510.699999999255,correct
wb50fcb0,False,"[324.29999999981374, 823.9000000003725, 6197.4000000003725]",left,pig,stable,left,7345.600000000559,11224.700000000186,pig,pig,11973.900000000373,correct
wb50fcb0,False,"[361.19999999925494, 1727.800000000745]",left,tractor,electron,right,2089.0,2658.5,electron,electron,4222.0999999996275,correct
wb50fcb0,False,"[428.5, 1594.7999999998137]",left,flower,grizzly,right,2023.2999999998137,2659.9000000003725,grizzly,grizzly,4661.700000000186,correct
wb50fcb0,False,"[349.0, 679.2000000001863, 1364.5999999996275]",left,major,bug,left,2392.7999999998137,3745.2999999998137,major,major,4354.5,correct
wb50fcb0,False,"[344.0, 5398.5]",left,keeper,dandelion,right,5742.5,6651.0,dandelion,treadmill,8246.900000000373,other
wb50fcb0,False,"[353.8999999994412, 1491.1000000005588]",left,frog,donor,right,1845.0,2388.2000000001863,donor,motel,3171.5,other
wb50fcb0,False,"[244.79999999981374, 2616.7000000001863, 1093.7000000001863]",left,jeans,transplant,left,3955.2000000001863,4495.5,jeans,jeans,5027.0999999996275,correct
wb50fcb0,False,"[272.5, 1351.2000000001863]",left,bed,traitor,right,1623.7000000001863,2128.9000000003725,traitor,traitor,3330.9000000003725,correct
wb50fcb0,False,"[252.1000000005588, 772.7999999998137, 504.09999999962747]",left,ear,cue,right,1529.0,2208.7000000001863,cue,,5326.9000000003725,empty
wb50fcb0,False,"[346.0, 1234.2999999998137, 1058.6000000005588]",left,territory,cauliflower,left,2638.9000000003725,3125.9000000003725,territory,territory,4915.700000000186,correct
wb50fcb0,False,"[273.6000000005588, 917.0, 1383.0]",left,lover,antelope,left,2573.600000000559,2971.100000000559,lover,lover,3735.0,correct
wb50fcb0,False,"[248.6000000005588, 3141.0]",left,banana,ozone,right,3389.600000000559,4049.5,ozone,hotel,5324.799999999814,other
wb50fcb0,False,"[258.8999999994412, 767.6000000005588, 694.0]",left,villain,pitchfork,left,1720.5,2618.199999999255,villain,villain,3627.0,correct
wb50fcb0,False,"[260.79999999981374, 2196.9000000003725, 981.8999999994412, 1650.1000000005588]",left,hamburger,editorial,right,5089.700000000186,5741.0999999996275,editorial,hotel,6903.0999999996275,other
wb50fcb0,False,"[928.2999999998137, 1476.9000000003725]",right,pillow,enemy,left,2405.2000000001863,2972.600000000559,enemy,evil,3677.0,other
wb50fcb0,False,"[417.59999999962747, 1564.0999999996275]",left,elbow,goddess,right,1981.699999999255,2738.0,goddess,goddess,5600.0,correct
wb50fcb0,False,"[323.5, 768.9000000003725, 357.5]",left,finger,permit,left,1449.9000000003725,1943.9000000003725,finger,finger,3036.0,correct
wb50fcb0,False,"[337.19999999925494, 1819.300000000745]",left,house,patient,right,2156.5,3420.399999999441,patient,hotel,4010.0,other
wb50fcb0,False,"[333.0, 1603.0]",left,roost,carrot,right,1936.0,2523.5,carrot,fish,3154.199999999255,other
wb6d1500,True,"[8099.5, 1166.199999999255, 504.0, 486.0, 487.1000000014901, 484.19999999925494, 4135.4000000003725, 481.09999999962747, 442.0, 430.90000000037253, 6478.9000000003725, 3463.39999999851, 1747.300000000745]",left,critic,walrus,left,28406.0,,,,,timeout
wb6d1500,False,[1387.0],right,carrot,stranger,right,1387.0,1768.8999999985099,carrot,carrot,3319.0999999996275,correct
wb6d1500,False,[1393.9000000003725],left,strawberry,grizzly,left,1393.9000000003725,2175.0,strawberry,strawberry,4307.199999999255,correct
wb6d1500,False,"[2268.800000000745, 1870.2999999988824]",right,barracuda,crook,left,4139.0999999996275,4577.0,crook,crook,5665.4000000003725,correct
wb6d1500,False,"[799.6999999992549, 727.0999999996275]",right,pizza,rouge,left,1526.7999999988824,1780.7999999988824,rouge,roof,2904.0999999996275,other
