wid,word,image,practice,word_type,rt,typing_rt,response,type_time,response_type
wc3a8220,villain,../static/stimuli/images/pool/sun_argikopryamoycho.jpg,True,low,1,3008.0,villain,3006.8849999224767,correct
wc3a8220,virus,../static/stimuli/images/laundryroom/sun_amdxqjichaqshdel.jpg,False,low,0,2166.0,virus,2165.930000017397,correct
wc3a8220,lover,../static/stimuli/images/temple/sun_ailcfqxmknysbavu.jpg,False,low,0,2339.0,lover,2338.675000006333,correct
wc3a8220,scenery,../static/stimuli/images/volcano/sun_aojnxwnexkwltvvx.jpg,False,low,0,2171.0,scenery,2171.0650000022724,correct
wc3a8220,apple,../static/stimuli/images/underwater/sun_aktxgxoebrjkepur.jpg,False,high,0,2234.0,apple,2234.2049999861047,correct
wc3a8220,empire,../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg,False,low,0,14662.0,,,timeout
wc3a8220,patient,../static/stimuli/images/garage/sun_dswqerijtizeqkhu.jpg,False,low,0,13697.0,gentle,13696.375000057742,other
wc3a8220,pitchfork,../static/stimuli/images/gym/sun_awstzxompuovdfck.jpg,False,high,0,3234.0,pitchfork,3233.2199999364093,correct
wc3a8220,antelope,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,False,high,0,2362.0,antelope,2361.6349999792874,correct
wc3a8220,captive,../static/stimuli/images/auditorium/sun_aiheutdgogkujwri.jpg,False,low,0,13396.0,seat,13395.409999997355,other
wc3a8220,frog,../static/stimuli/images/beach/sun_aabhqzsffoeycgje.jpg,False,high,0,3950.0,landscape,3950.139999971725,other
wc3a8220,seagull,../static/stimuli/images/roof/sun_asrztwexxagrlhem.jpg,False,high,0,11441.0,slope,11441.084999940358,other
wc3a8220,cauliflower,../static/stimuli/images/shoppingmall/sun_abmhoudmvlbwstuf.jpg,False,high,0,4561.0,cauliflower,4560.184999951161,correct
wc3a8220,personnel,../static/stimuli/images/subway/sun_abufzioeatuizeoh.jpg,False,low,0,5358.0,personnel,5358.020000043325,correct
wc3a8220,pig,../static/stimuli/images/computerroom/sun_adsueslplqfnwvqd.jpg,False,high,0,14570.0,professionall,14569.699999992736,other
wc3a8220,pizza,../static/stimuli/images/castle/sun_aieefrkagxyksfuj.jpg,False,high,0,7264.0,lovely,7264.020000002347,other
wc3a8220,gravel,../static/stimuli/images/street/sun_aczwveqpgvcxtjxr.jpg,False,high,0,3457.0,traffic,3456.334999995306,other
wc3a8220,permit,../static/stimuli/images/ziggurat/sun_apdphtulomykrqoa.jpg,False,low,0,11717.0,friend,11716.784999938682,other
wc3a8220,bed,../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg,False,high,0,3289.0,bed,3288.82999997586,correct
wc3a8220,major,../static/stimuli/images/warehouse/sun_aaawomlbokrxmfyj.jpg,False,low,0,10665.0,professional,10665.150000015274,other
wc3a8220,personnel,../static/stimuli/images/subway/sun_abufzioeatuizeoh.jpg,False,low,0,9103.0,personnel,9102.444999967702,correct
wc3a8220,major,../static/stimuli/images/warehouse/sun_aaawomlbokrxmfyj.jpg,False,low,0,2257.0,major,2256.474999943748,correct
wc3a8220,antelope,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,False,high,1,2224.0,antelope,2223.2749999966472,correct
wc3a8220,villain,../static/stimuli/images/pool/sun_argikopryamoycho.jpg,False,low,0,2198.0,villain,2197.6449999492615,correct
wc3a8220,apple,../static/stimuli/images/underwater/sun_aktxgxoebrjkepur.jpg,False,high,0,2017.0,apple,2016.6250000474975,correct
wc3a8220,virus,../static/stimuli/images/laundryroom/sun_amdxqjichaqshdel.jpg,False,low,0,1876.0,virus,1875.6600000197068,correct
wc3a8220,frog,../static/stimuli/images/beach/sun_aabhqzsffoeycgje.jpg,False,high,0,13411.0,dog,13410.529999993742,other
wc3a8220,cauliflower,../static/stimuli/images/shoppingmall/sun_abmhoudmvlbwstuf.jpg,False,high,0,4031.0,cauliflower,4030.35000001546,correct
wc3a8220,pig,../static/stimuli/images/computerroom/sun_adsueslplqfnwvqd.jpg,False,high,0,1897.0,pig,1896.1949999211356,correct
wc3a8220,pitchfork,../static/stimuli/images/gym/sun_awstzxompuovdfck.jpg,False,high,2,3115.0,pitchfork,3112.6999999396503,correct
wc3a8220,empire,../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg,False,low,0,2660.0,empire,2659.0800000121817,correct
wc3a8220,gravel,../static/stimuli/images/street/sun_aczwveqpgvcxtjxr.jpg,False,high,0,2528.0,gravel,2527.9149999842048,correct
wc3a8220,seagull,../static/stimuli/images/roof/sun_asrztwexxagrlhem.jpg,False,high,0,2518.0,seagull,2517.8499999456108,correct
wc3a8220,captive,../static/stimuli/images/auditorium/sun_aiheutdgogkujwri.jpg,False,low,0,2603.0,captive,2602.5399999925867,correct
wc3a8220,pizza,../static/stimuli/images/castle/sun_aieefrkagxyksfuj.jpg,False,high,0,3682.0,pizza,3681.6150000086054,correct
wc3a8220,scenery,../static/stimuli/images/volcano/sun_aojnxwnexkwltvvx.jpg,False,low,0,2792.0,scenery,2791.9550000224262,correct
wc3a8220,permit,../static/stimuli/images/ziggurat/sun_apdphtulomykrqoa.jpg,False,low,0,12308.0,friend,12307.189999963157,other
wc3a8220,bed,../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg,False,high,0,1641.0,bed,1640.2750000124797,correct
wc3a8220,lover,../static/stimuli/images/temple/sun_ailcfqxmknysbavu.jpg,False,low,0,2690.0,lover,2689.089999999851,correct
wc3a8220,patient,../static/stimuli/images/garage/sun_dswqerijtizeqkhu.jpg,False,low,0,4641.0,patient,4640.975000103936,correct
wc3a8220,empire,../static/stimuli/images/kitchen/sun_aqeaevwwwjoqhzvl.jpg,False,low,0,2466.0,empire,2465.474999975413,correct
wc3a8220,major,../static/stimuli/images/warehouse/sun_aaawomlbokrxmfyj.jpg,False,low,0,3449.0,major,3448.3049999689683,correct
wc3a8220,gravel,../static/stimuli/images/street/sun_aczwveqpgvcxtjxr.jpg,False,high,0,2488.0,gravel,2487.650000024587,correct
wc3a8220,scenery,../static/stimuli/images/volcano/sun_aojnxwnexkwltvvx.jpg,False,low,0,2665.0,scenery,2664.669999969192,correct
wc3a8220,patient,../static/stimuli/images/garage/sun_dswqerijtizeqkhu.jpg,False,low,1,2883.0,patient,2882.274999981746,correct
