wid,response_type,raw_rt,first_pres_time,second_pres_time,third_pres_time,last_pres_time,choose_first,n_pres,total_first,total_second,rt,trial_id,pretest_accuracy_first,strength_first,pretest_accuracy_second,strength_second
wf1e76ec,correct,7738.599999904633,741.2999999523163,559.5,2,2699.100000143051,FALSE,8,1443.8999998569489,4233.000000238419,5676.900000095367,1,0,-1.677227982407885,1,1.0017430596815722
wf1e76ec,correct,5647.600000143051,1735.9000000953674,735.9000000953674,264,468.2999999523163,TRUE,5,2468.2000000476837,1169.2000000476837,3637.4000000953674,3,1,0.9948647790073333,1,0.6663790299385497
wf1e76ec,correct,2267.900000095367,908.9000000953674,278.2999999523163,543.6000001430511,543.6000001430511,TRUE,3,1452.5000002384186,278.2999999523163,1730.8000001907349,4,0.5,-0.3775096087955085,0.5,-0.7688944409356441
wf1e76ec,correct,3034.7000000476837,600.5,308.2999999523163,1325.7999999523163,1325.7999999523163,TRUE,3,1926.2999999523163,308.2999999523163,2234.5999999046326,5,1,0.9755013858952893,1,0.9516083730950501
wf1e76ec,correct,2005.7000000476835,319.7999999523163,468.2000000476837,738.4000000953674,738.4000000953674,TRUE,3,1058.2000000476837,468.2000000476837,1526.4000000953674,6,1,0.8361026940009848,1,0.308903588143068
wf1e76ec,correct,1678.9000000953674,160.20000004768372,470.7000000476837,561.2000000476837,561.2000000476837,TRUE,3,721.4000000953674,470.7000000476837,1192.1000001430511,7,1,1.1037280974008812,1,0.11783026910982906
wf1e76ec,correct,3130.800000190735,324.5,746.3000001907349,1453.7999999523163,1453.7999999523163,TRUE,3,1778.2999999523163,746.3000001907349,2524.600000143051,8,1,0.2963265001534087,0.5,-0.6188493100804814
wf1e76ec,correct,1445.1000001430511,117.40000009536743,337.59999990463257,590.7999999523163,590.7999999523163,TRUE,3,708.2000000476837,337.59999990463257,1045.7999999523163,10,1,0.8381357872827375,0.5,-0.44468103697024197
wf1e76ec,correct,1639.2999999523165,78.29999995231628,480.10000014305115,655,655,TRUE,3,733.2999999523163,480.10000014305115,1213.4000000953674,11,1,1.1347849565233123,0.5,-0.3514910414538027
wf1e76ec,correct,1799.8999998569489,199,276.39999985694885,258.7000000476837,625,FALSE,4,457.7000000476837,901.3999998569489,1359.0999999046326,12,0.5,-0.9753281271351283,1,0.9975893988485872
wf1e76ec,correct,1475,137.29999995231628,289.2999999523163,595.7000000476837,595.7000000476837,TRUE,3,733,289.2999999523163,1022.2999999523163,13,1,0.7983190230910012,1,0.2308465758566577
wf1e76ec,correct,1858.8999998569489,12.799999952316284,314.09999990463257,233,738.9000000953674,FALSE,4,245.79999995231628,1053,1298.7999999523163,14,1,0.7870888808113482,0.5,-0.4458865434117165
wf1e76ec,correct,1585.1999998092651,53.299999952316284,382.09999990463257,689.7999999523163,689.7999999523163,TRUE,3,743.0999999046326,382.09999990463257,1125.1999998092651,15,1,0.8277531917005856,1,0.45621785903504575
wf1e76ec,correct,1361.5999999046326,175.59999990463257,334.10000014305115,438,438,TRUE,3,613.5999999046326,334.10000014305115,947.7000000476837,16,1,0.9140667644694551,1,-0.10269460762819488
wf1e76ec,correct,1574.6000001430511,263.5,948.7000000476837,NA,948.7000000476837,FALSE,2,263.5,948.7000000476837,1212.2000000476837,17,0.5,-0.4770778022118912,1,0.9526579138488972
wf1e76ec,correct,1572.7000000476835,280.59999990463257,870,NA,870,FALSE,2,280.59999990463257,870,1150.5999999046326,18,0,-1.677227982407885,1,0.7510318056752049
wf1e76ec,correct,1619.1000001430511,113.60000014305115,449.09999990463257,604.2999999523163,604.2999999523163,TRUE,3,717.9000000953674,449.09999990463257,1167,19,1,0.5429547774853221,1,0.9737299462680461
w1e27c75,correct,2965.199999988079,9.599999994039536,341,1835.4000000059605,1835.4000000059605,TRUE,3,1845,341,2186,20,1,0.45857264744483894,1,0.47103507525768223
w1e27c75,correct,3425.5999999940395,2887.7999999821186,NA,NA,2887.7999999821186,TRUE,1,2887.7999999821186,0,2887.7999999821186,21,1,-0.40889186676920247,1,0.23694650920835758
w1e27c75,correct,2157.600000023842,1612,NA,NA,1612,TRUE,1,1612,0,1612,22,1,0.0849269195964861,0,-3.957819854441868
w1e27c75,correct,1658.9000000059605,1211.800000011921,NA,NA,1211.800000011921,TRUE,1,1211.800000011921,0,1211.800000011921,23,1,0.14040940702690255,1,0.4164228264752432
w1e27c75,correct,3742.900000005961,1063.7000000178814,1762.699999988079,316.59999999403954,316.59999999403954,TRUE,3,1380.300000011921,1762.699999988079,3143,24,1,0.4260639763348823,1,-0.09879311003239208
