wid,practice,presentation_times,first_seen,first_word,second_word,choice,choice_rt,typing_rt,word,response,response_rt,response_type
wf65e4d0,True,"[2862, 2527]",left,banana,territory,right,5389.0,6254.0,territory,territory,8771.0,correct
wf65e4d0,False,[1787.0],left,critic,house,left,1787.0,2871.0,critic,critic,3942.0,correct
wf65e4d0,False,[1323],left,fellow,pizza,left,1323.0,1879.0000000001164,fellow,fellow,3254.0000000001164,correct
wf65e4d0,False,[1150.9999999998836],left,dandelion,department,left,1150.9999999998836,1934.9999999998836,dandelion,dandelion,3818.9999999998836,correct
wf65e4d0,False,[1126.0],left,seagull,suburb,left,1126.0,1768.0000000001164,seagull,seagull,3455.0,correct
wf65e4d0,False,[1597.0000000001164],left,neck,cue,left,1597.0000000001164,3613.0,neck,neck,4475.0,correct
wf65e4d0,False,[1049],left,tomato,keeper,left,1049.0,1619.0,tomato,tomato,2507.0,correct
wf65e4d0,False,[1092.0],left,captive,parrot,left,1092.0,1788.0,captive,captive,3625.0,correct
wf65e4d0,False,[919.0],left,tread,bug,left,919.0,1500.0,tread,tread,2476.0,correct
wf65e4d0,False,[965.0],left,major,pig,left,965.0,1507.0,major,major,2745.0,correct
wf65e4d0,False,[855.9999999998836],left,community,strawberry,left,855.9999999998836,1538.0,community,community,3282.9999999998836,correct
wf65e4d0,False,[637],left,cauliflower,tart,left,637.0,1159.0,cauliflower,cauliflower,4880.0,correct
wf65e4d0,False,[751.0],left,finger,ozone,left,751.0,1370.0,finger,finger,2045.0,correct
wf65e4d0,False,[822],left,refrigerator,roost,left,822.0,1312.0,refrigerator,refrigerator,6556.0,correct
wf65e4d0,False,[1003.0000000001164],left,editorial,handkerchief,left,1003.0000000001164,1550.0,editorial,editorial,3368.0,correct
wf65e4d0,False,[959],left,villain,frog,left,959.0,1387.0,villain,villian,2671.0,other
wf65e4d0,False,[621.0000000001164],left,gravel,consumer,left,621.0000000001164,1387.0,gravel,gravel,2377.0,correct
wf65e4d0,False,[820.9999999998836],left,goat,electron,left,820.9999999998836,1445.9999999998836,goat,goat,2194.9999999998836,correct
wf65e4d0,False,[769],left,volunteer,baby,left,769.0,1476.0,volunteer,volunteer,3900.0,correct
wf65e4d0,False,[611.0000000001164],left,stranger,antelope,left,611.0000000001164,1358.0,stranger,stranger,3560.0,correct
wb9d87ae,True,"[460.1799999945797, 639.9150000070222, 750.0599999912083, 1960.480000008829, 349.789999978384]",left,cue,strawberry,left,4160.424999980023,5310.799999977462,cue,cue,6009.374999994179,correct
wb9d87ae,False,"[397.5600000121631, 489.69499999657273, 1829.79499999783]",left,chimney,society,left,2717.050000006566,3227.150000020629,chimney,chimney,7835.900000005495,correct
wb9d87ae,False,"[388.8300000107847, 510.08499998715706, 1198.3849999960512]",left,parrot,application,left,2097.299999993993,2928.4549999865703,parrot,parrot,4047.2700000100303,correct
wb9d87ae,False,"[459.2500000144355, 339.5549999841023, 1200.2450000145473]",left,ear,enemy,left,1999.050000013085,2309.9999999976717,ear,ear,2757.8600000124425,correct
wb9d87ae,False,"[1228.0250000185333, 1678.2550000061747, 1589.959999982966]",left,antelope,scenery,left,4496.240000007674,4956.2150000128895,antelope,antelope,6416.615000023739,correct
wb9d87ae,False,[1398.3149999985471],left,goddess,seagull,left,1398.3149999985471,1648.7049999996088,goddess,goddess,3147.224999993341,correct
wb9d87ae,False,[1729.029999987688],left,hero,refrigerator,left,1729.029999987688,2028.9749999938067,hero,hero,2758.094999997411,correct
wb9d87ae,False,[1419.7550000099],left,elephant,traitor,left,1419.7550000099,1789.775000012014,elephant,elephant,2938.155000010738,correct
wb9d87ae,False,[1469.5950000023004],left,jeans,well,left,1469.5950000023004,1739.415000018198,jeans,jeans,2318.395000009332,correct
wb9d87ae,False,[1191.7850000027101],left,neck,tart,left,1191.7850000027101,1499.1999999911059,neck,neck,2178.0800000124145,correct
wb9d87ae,False,"[2638.1249999976717, 511.83500001206994, 1769.5850000018254]",left,saxophone,lover,right,4919.545000011567,6398.829999990994,lover,lovers,7558.055000001332,correct
wb9d87ae,False,[1248.905000014929],left,crook,cookie,left,1248.905000014929,1498.9500000083353,crook,crook,4187.480000022333,correct
wb9d87ae,False,"[1839.1349999874365, 1710.1550000079442]",left,captive,gravel,right,3549.2899999953806,3758.990000002086,gravel,gravel,5448.0749999929685,correct
wb9d87ae,False,[1598.8699999870732],left,tiger,rebel,left,1598.8699999870732,1848.904999991646,tiger,tiger,2497.929999983171,correct
wb9d87ae,False,"[1069.6049999969546, 2669.854999985546]",left,donor,tractor,right,3739.4599999825004,4089.080000005197,tractor,tractor,5278.044999984559,correct
wb9d87ae,False,[1419.0750000125263],left,winner,finger,left,1419.0750000125263,1689.089999999851,winner,winner,2587.9300000087824,correct
wb9d87ae,False,[1179.4949999894015],left,fellow,pitchfork,left,1179.4949999894015,1409.270000003744,fellow,fellow,2508.369999995921,correct
wb9d87ae,False,"[1758.8399999949615, 689.1750000067987, 401.4049999823328, 1159.5350000134204]",left,volunteer,bed,right,4008.9549999975134,4449.169999978039,bed,bed,5028.334999980871,correct
wb9d87ae,False,"[1159.3299999949522, 1778.9900000207126]",left,horse,suburb,right,2938.320000015665,3278.939999989234,suburb,subrub,4267.404999991413,correct
wb9d87ae,False,"[1109.4000000157394, 540.2349999931175, 1029.4799999974202]",left,department,cactus,left,2679.115000006277,2979.1750000149477,department,department,4308.149999997113,correct
w406409a,True,"[3708.494999911636, 3803.03500010632]",left,gravel,tart,right,7511.530000017956,8573.139999993145,tart,tart,9852.04999987036,correct
w406409a,False,[2950.749999843538],left,antelope,roost,left,2950.749999843538,3749.3099998682737,antelope,follower,5611.0449999105185,intrusion
w406409a,False,[1951.060000108555],left,ear,follower,left,1951.060000108555,2830.2850001491606,ear,ear,3510.3349999990314,correct
w406409a,False,[3041.105000069365],left,application,octopus,left,3041.105000069365,3663.3800000417978,application,application,5899.964999873191,correct
w406409a,False,[1628.7000000011176],left,editorial,magazine,left,1628.7000000011176,2413.3900001179427,editorial,editoral,6156.05999995023,correct
w406409a,False,[1438.8050001580268],left,community,strawberry,left,1438.8050001580268,1933.320000069216,community,community,3712.9750000312924,correct
w406409a,False,[1578.29499989748],right,suburb,pig,right,1578.29499989748,2485.1500000804663,suburb,suburb,4616.780000040308,correct
w406409a,False,[2800.3799999132752],left,electron,hamburger,left,2800.3799999132752,3136.004999978468,electron,electron,5532.935000024736,correct
w406409a,False,"[3804.0000000037253, 2448.6999998334795]",left,sand,rebel,right,6252.699999837205,6984.26999989897,rebel,rebel,7832.749999826774,correct
w406409a,False,"[1092.6800000015646, 2622.9649998713285]",left,patient,barracuda,right,3715.644999872893,4580.464999889955,barracuda,burracuda,8207.154999952763,correct
w406409a,False,[1811.6699999663979],right,villain,shoelace,right,1811.6699999663979,2275.874999817461,villain,villian,5284.400000004098,other
w406409a,False,[2391.310000093654],right,elbow,department,right,2391.310000093654,3429.8000000417233,elbow,elbow,6517.185000004247,correct
w406409a,False,[2314.7050000261515],right,atom,penguin,right,2314.7050000261515,2812.459999928251,atom,atom,5451.194999972358,correct
w406409a,False,[2028.1400000676513],right,baby,grizzly,right,2028.1400000676513,2608.1149999517947,baby,baby,3390.5549999326468,correct
